"contact_id","company_id","issue_id","specialization_id","contact_date","recontact_date","contact_status","communication_note"
3715,811,67,37,2024-05-31,,ACCEPTED,
3716,603,26,26,2020-12-31,,ACCEPTED,
3717,726,18,34,2020-04-30,,ACCEPTED,
3718,67,75,51,2025-01-31,,ACCEPTED,
3719,513,28,25,2021-02-28,,ACCEPTED,
3720,238,15,37,2020-01-31,,ACCEPTED,
3721,746,74,38,2024-12-31,,ACCEPTED,
3722,25,52,55,2023-02-28,,ACCEPTED,
3723,616,6,55,2019-04-30,,ACCEPTED,
3724,761,47,26,2022-09-30,,ACCEPTED,
3725,867,77,4,2025-03-31,,ACCEPTED,
3726,620,4,23,2019-02-28,,ACCEPTED,
3727,863,42,3,2022-04-30,,ACCEPTED,
3728,986,64,53,2024-02-29,,ACCEPTED,
3729,676,83,60,2025-09-30,,ACCEPTED,
3730,430,23,15,2020-09-30,,ACCEPTED,
3731,997,79,37,2025-05-31,,ACCEPTED,
3732,526,62,4,2023-12-31,,ACCEPTED,
3733,129,33,14,2021-07-31,,ACCEPTED,
3734,165,77,4,2025-03-31,,ACCEPTED,
3735,968,71,9,2024-09-30,,ACCEPTED,
3736,182,21,34,2020-07-31,,ACCEPTED,
3737,858,6,57,2019-04-30,,ACCEPTED,
3738,969,44,28,2022-06-30,,ACCEPTED,
3739,310,60,10,2023-10-31,,ACCEPTED,
3740,144,18,59,2020-04-30,,ACCEPTED,
3741,995,20,5,2020-06-30,,ACCEPTED,
3742,262,35,55,2021-09-30,,ACCEPTED,
3743,176,66,55,2024-04-30,,ACCEPTED,
3744,203,59,50,2023-09-30,,ACCEPTED,
3745,761,47,26,2022-09-30,,ACCEPTED,
3746,498,28,49,2021-02-28,,ACCEPTED,
3747,420,76,12,2025-02-28,,ACCEPTED,
3748,761,47,26,2022-09-30,,ACCEPTED,
3749,844,25,63,2020-11-30,,ACCEPTED,
3750,700,20,57,2020-06-30,,ACCEPTED,
3751,328,25,63,2020-11-30,,ACCEPTED,
3752,250,77,54,2025-03-31,,ACCEPTED,
3753,999,72,31,2024-10-31,,ACCEPTED,
3754,579,72,10,2024-10-31,,ACCEPTED,
3755,602,77,27,2025-03-31,,ACCEPTED,
3756,769,44,13,2022-06-30,,ACCEPTED,
3757,839,36,61,2021-10-31,,ACCEPTED,
3758,233,35,55,2021-09-30,,ACCEPTED,
3759,805,11,42,2019-09-30,,ACCEPTED,
3760,684,37,34,2021-11-30,,ACCEPTED,
441,103,16,34,2020-02-17,2020-02-26,NO_RESPONSE,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at
446,138,72,31,2024-10-25,2024-11-01,REJECTED,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
445,786,45,64,2022-07-12,2022-07-24,CONTACTED,velit id pretium iaculis diam erat fermentum justo nec
448,986,96,61,2026-10-13,2026-10-27,NO_RESPONSE,in faucibus orci luctus et ultrices posuere cubilia
449,205,25,11,2020-11-20,2020-12-03,NO_RESPONSE,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
451,806,78,57,2025-05-01,,REJECTED,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
1376,414,54,5,2023-04-29,,REJECTED,enim blandit mi in porttitor pede justo eu massa donec dapibus duis
3761,425,26,4,2020-12-31,,ACCEPTED,
3762,929,55,37,2023-05-31,,ACCEPTED,
3763,470,32,2,2021-06-30,,ACCEPTED,
3764,284,52,12,2023-02-28,,ACCEPTED,
3765,354,15,56,2020-01-31,,ACCEPTED,
3766,539,21,53,2020-07-31,,ACCEPTED,
3767,924,55,39,2023-05-31,,ACCEPTED,
3768,217,53,27,2023-03-31,,ACCEPTED,
3769,809,65,27,2024-03-31,,ACCEPTED,
3770,558,6,26,2019-04-30,,ACCEPTED,
3771,934,23,55,2020-09-30,,ACCEPTED,
3772,557,77,54,2025-03-31,,ACCEPTED,
3773,693,58,34,2023-08-31,,ACCEPTED,
3774,557,77,54,2025-03-31,,ACCEPTED,
3775,744,80,29,2025-06-30,,ACCEPTED,
3776,587,26,26,2020-12-31,,ACCEPTED,
3777,13,21,34,2020-07-31,,ACCEPTED,
3778,408,73,62,2024-11-30,,ACCEPTED,
3779,89,25,51,2020-11-30,,ACCEPTED,
3780,630,12,10,2019-10-31,,ACCEPTED,
3781,29,32,29,2021-06-30,,ACCEPTED,
3782,238,15,37,2020-01-31,,ACCEPTED,
3783,844,25,63,2020-11-30,,ACCEPTED,
3784,69,64,26,2024-02-29,,ACCEPTED,
3785,477,12,10,2019-10-31,,ACCEPTED,
3786,743,6,5,2019-04-30,,ACCEPTED,
3787,126,39,24,2022-01-31,,ACCEPTED,
3788,568,28,8,2021-02-28,,ACCEPTED,
3789,570,26,4,2020-12-31,,ACCEPTED,
3790,431,47,50,2022-09-30,,ACCEPTED,
3791,321,65,27,2024-03-31,,ACCEPTED,
3792,979,36,10,2021-10-31,,ACCEPTED,
3793,255,71,55,2024-09-30,,ACCEPTED,
3794,646,27,51,2021-01-31,,ACCEPTED,
3795,418,34,37,2021-08-31,,ACCEPTED,
3796,502,55,6,2023-05-31,,ACCEPTED,
3797,930,36,31,2021-10-31,,ACCEPTED,
3798,138,55,39,2023-05-31,,ACCEPTED,
3799,250,77,54,2025-03-31,,ACCEPTED,
3800,564,70,59,2024-08-31,,ACCEPTED,
3801,828,48,61,2022-10-31,,ACCEPTED,
3802,250,77,54,2025-03-31,,ACCEPTED,
3803,565,69,14,2024-07-31,,ACCEPTED,
3804,151,11,57,2019-09-30,,ACCEPTED,
3805,657,42,3,2022-04-30,,ACCEPTED,
3806,111,55,37,2023-05-31,,ACCEPTED,
3807,262,35,55,2021-09-30,,ACCEPTED,
3808,333,54,26,2023-04-30,,ACCEPTED,
3809,542,68,7,2024-06-30,,ACCEPTED,
3810,472,30,28,2021-04-30,,ACCEPTED,
3811,38,74,37,2024-12-31,,ACCEPTED,
3812,500,75,3,2025-01-31,,ACCEPTED,
3813,491,28,49,2021-02-28,,ACCEPTED,
3814,126,39,24,2022-01-31,,ACCEPTED,
3815,766,5,43,2019-03-31,,ACCEPTED,
3816,229,82,8,2025-08-31,,ACCEPTED,
3817,328,25,63,2020-11-30,,ACCEPTED,
3818,988,17,6,2020-03-31,,ACCEPTED,
3819,887,81,14,2025-07-31,,ACCEPTED,
3820,779,44,56,2022-06-30,,ACCEPTED,
3821,808,53,2,2023-03-31,,ACCEPTED,
3822,954,83,60,2025-09-30,,ACCEPTED,
3823,252,38,29,2021-12-31,,ACCEPTED,
3824,82,38,51,2021-12-31,,ACCEPTED,
3825,915,54,5,2023-04-30,,ACCEPTED,
3826,568,28,8,2021-02-28,,ACCEPTED,
3827,941,6,26,2019-04-30,,ACCEPTED,
3828,888,67,6,2024-05-31,,ACCEPTED,
3829,88,46,3,2022-08-31,,ACCEPTED,
3830,386,1,33,2018-11-30,,ACCEPTED,
3831,909,67,39,2024-05-31,,ACCEPTED,
3832,523,5,4,2019-03-31,,ACCEPTED,
3833,710,7,6,2019-05-31,,ACCEPTED,
3834,980,1,12,2018-11-30,,ACCEPTED,
3835,700,20,57,2020-06-30,,ACCEPTED,
3836,470,32,2,2021-06-30,,ACCEPTED,
3837,856,28,25,2021-02-28,,ACCEPTED,
3838,770,37,9,2021-11-30,,ACCEPTED,
3839,32,62,37,2023-12-31,,ACCEPTED,
3840,346,66,57,2024-04-30,,ACCEPTED,
3841,721,57,14,2023-07-31,,ACCEPTED,
3842,198,79,37,2025-05-31,,ACCEPTED,
3843,761,47,26,2022-09-30,,ACCEPTED,
3844,980,1,12,2018-11-30,,ACCEPTED,
3845,303,41,27,2022-03-31,,ACCEPTED,
3846,873,9,50,2019-07-31,,ACCEPTED,
3847,834,77,54,2025-03-31,,ACCEPTED,
3848,742,69,35,2024-07-31,,ACCEPTED,
3849,219,34,16,2021-08-31,,ACCEPTED,
3850,590,44,56,2022-06-30,,ACCEPTED,
3851,2,6,57,2019-04-30,,ACCEPTED,
3852,862,34,16,2021-08-31,,ACCEPTED,
3853,312,5,56,2019-03-31,,ACCEPTED,
3854,88,46,3,2022-08-31,,ACCEPTED,
3855,621,78,57,2025-04-30,,ACCEPTED,
3856,900,84,10,2025-10-31,,ACCEPTED,
3857,899,25,11,2020-11-30,,ACCEPTED,
3858,7,49,30,2022-11-30,,ACCEPTED,
3859,53,50,37,2022-12-31,,ACCEPTED,
3860,118,28,25,2021-02-28,,ACCEPTED,
3861,530,35,23,2021-09-30,,ACCEPTED,
3862,813,8,51,2019-06-30,,ACCEPTED,
3863,940,23,23,2020-09-30,,ACCEPTED,
3864,768,15,38,2020-01-31,,ACCEPTED,
3865,672,58,34,2023-08-31,,ACCEPTED,
3866,572,67,37,2024-05-31,,ACCEPTED,
3867,787,48,61,2022-10-31,,ACCEPTED,
3868,834,77,54,2025-03-31,,ACCEPTED,
3869,550,64,12,2024-02-29,,ACCEPTED,
3870,981,62,37,2023-12-31,,ACCEPTED,
3871,483,72,10,2024-10-31,,ACCEPTED,
3872,38,74,37,2024-12-31,,ACCEPTED,
3873,112,31,50,2021-05-31,,ACCEPTED,
3874,834,77,54,2025-03-31,,ACCEPTED,
3875,169,23,23,2020-09-30,,ACCEPTED,
3876,513,28,25,2021-02-28,,ACCEPTED,
3877,731,78,28,2025-04-30,,ACCEPTED,
3878,478,70,30,2024-08-31,,ACCEPTED,
3879,5,28,49,2021-02-28,,ACCEPTED,
3880,393,37,62,2021-11-30,,ACCEPTED,
3881,549,7,49,2019-05-31,,ACCEPTED,
3882,530,35,23,2021-09-30,,ACCEPTED,
3883,926,14,14,2019-12-31,,ACCEPTED,
3884,700,20,57,2020-06-30,,ACCEPTED,
3885,882,63,51,2024-01-31,,ACCEPTED,
3886,244,14,14,2019-12-31,,ACCEPTED,
3887,908,70,34,2024-08-31,,ACCEPTED,
3888,19,41,8,2022-03-31,,ACCEPTED,
3889,381,41,8,2022-03-31,,ACCEPTED,
3890,517,16,30,2020-02-29,,ACCEPTED,
457,340,92,7,2026-06-26,2026-07-05,CONTACTED,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
464,52,8,51,2019-06-18,2019-06-26,NO_RESPONSE,amet nulla quisque arcu libero rutrum
465,556,9,30,2019-07-17,2019-07-25,NO_RESPONSE,lectus suspendisse potenti in eleifend quam a odio in hac habitasse
209,373,21,8,2020-07-29,2020-08-10,REJECTED,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
452,439,40,37,2022-02-18,,REJECTED,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
1957,751,47,50,2022-09-20,2022-10-03,REJECTED,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
458,370,65,27,2024-03-26,,REJECTED,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
459,437,14,14,2019-12-16,,REJECTED,aliquet at feugiat non pretium quis lectus suspendisse potenti
460,914,25,52,2020-11-26,,REJECTED,arcu sed augue aliquam erat volutpat
462,73,58,8,2023-08-19,,REJECTED,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet
468,718,15,38,2020-01-23,,REJECTED,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
3891,542,68,7,2024-06-30,,ACCEPTED,
3892,361,4,23,2019-02-28,,ACCEPTED,
3893,567,12,31,2019-10-31,,ACCEPTED,
3894,24,17,49,2020-03-31,,ACCEPTED,
3895,488,71,9,2024-09-30,,ACCEPTED,
3896,399,24,31,2020-10-31,,ACCEPTED,
3897,901,42,51,2022-04-30,,ACCEPTED,
3898,751,13,19,2019-11-30,,ACCEPTED,
3899,63,60,10,2023-10-31,,ACCEPTED,
3900,497,6,55,2019-04-30,,ACCEPTED,
467,704,75,3,2025-01-27,2025-02-04,NO_RESPONSE,
455,699,96,31,2026-10-28,,REJECTED,
1967,132,12,31,2019-10-25,2019-11-01,REJECTED,pulvinar nulla pede ullamcorper augue a suscipit nulla elit
1977,393,57,64,2023-07-17,2023-07-25,REJECTED,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin
1978,413,79,37,2025-05-30,2025-06-08,REJECTED,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui
1980,332,6,28,2019-04-23,2019-05-03,REJECTED,nullam molestie nibh in lectus pellentesque at
1985,625,76,12,2025-02-21,2025-03-06,REJECTED,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec
1995,431,59,9,2023-09-11,2023-09-24,REJECTED,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
2003,715,85,49,2025-11-21,2025-12-02,REJECTED,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
2014,225,58,34,2023-08-29,2023-09-10,REJECTED,habitasse platea dictumst aliquam augue quam
2017,593,83,9,2025-09-16,2025-09-28,REJECTED,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
2020,218,24,10,2020-10-21,2020-11-01,REJECTED,congue diam id ornare imperdiet sapien
2021,811,49,49,2022-11-14,2022-11-27,REJECTED,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit
2034,649,89,27,2026-03-17,2026-03-29,REJECTED,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
2039,459,96,10,2026-10-08,2026-10-20,REJECTED,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula
2040,493,1,33,2018-11-28,2018-12-11,REJECTED,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
2041,242,37,30,2021-11-28,2021-12-10,REJECTED,duis aliquam convallis nunc proin at turpis
2043,395,25,51,2020-11-21,2020-12-03,REJECTED,orci luctus et ultrices posuere cubilia curae
217,375,4,23,2019-02-20,2019-03-05,REJECTED,placerat ante nulla justo aliquam quis turpis eget elit sodales
219,474,27,51,2021-01-26,2021-02-07,REJECTED,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc
220,193,85,1,2025-11-18,2025-11-30,REJECTED,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
2050,905,85,1,2025-12-02,2025-12-10,REJECTED,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
2059,433,33,14,2021-07-29,2021-08-09,REJECTED,vulputate luctus cum sociis natoque penatibus et magnis
2062,467,55,56,2023-06-01,2023-06-12,REJECTED,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi
2065,78,55,38,2023-06-02,2023-06-14,REJECTED,erat curabitur gravida nisi at nibh in hac habitasse
2074,205,25,11,2020-11-28,2020-12-10,REJECTED,ipsum ac tellus semper interdum mauris ullamcorper purus
2079,300,86,50,2025-12-22,2025-12-31,REJECTED,purus sit amet nulla quisque arcu libero rutrum ac lobortis
2087,483,75,51,2025-01-29,2025-02-11,REJECTED,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet
2093,717,18,59,2020-04-12,2020-04-25,REJECTED,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
2098,691,77,4,2025-03-26,2025-04-08,REJECTED,platea dictumst aliquam augue quam
2099,305,93,35,2026-07-19,2026-07-27,REJECTED,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
2102,676,91,56,2026-06-01,2026-06-09,REJECTED,sapien iaculis congue vivamus metus
2103,782,91,38,2026-05-19,2026-05-27,REJECTED,augue vestibulum ante ipsum primis in faucibus orci luctus
2113,457,17,27,2020-03-22,2020-04-01,REJECTED,etiam justo etiam pretium iaculis justo in hac habitasse platea
2115,620,86,2,2025-12-21,2025-12-30,REJECTED,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
2116,708,7,38,2019-05-29,2019-06-06,REJECTED,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
2120,82,89,4,2026-03-26,2026-04-07,REJECTED,tincidunt ante vel ipsum praesent blandit lacinia erat
2126,41,48,61,2022-11-01,2022-11-11,REJECTED,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
2127,307,38,51,2021-12-20,2021-12-31,REJECTED,duis faucibus accumsan odio curabitur convallis duis consequat dui nec
2130,331,57,14,2023-07-11,2023-07-24,REJECTED,posuere nonummy integer non velit donec diam
235,909,46,15,2022-09-01,2022-09-10,REJECTED,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
461,944,23,3,2020-09-19,2020-09-27,REJECTED,sit amet nulla quisque arcu libero
2132,640,79,39,2025-05-19,2025-05-31,REJECTED,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
1,671,64,26,2024-02-15,2024-02-28,REJECTED,
488,37,35,23,2021-09-30,2021-10-09,NO_RESPONSE,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
471,368,30,57,2021-04-27,,REJECTED,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
473,695,23,24,2020-10-03,,REJECTED,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
474,203,58,30,2023-08-16,,REJECTED,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
476,364,2,14,2019-01-01,,REJECTED,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
480,222,15,39,2020-01-27,,REJECTED,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
481,685,62,37,2023-12-22,,REJECTED,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
484,577,86,37,2025-12-14,,REJECTED,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
485,549,59,50,2023-09-16,,REJECTED,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
489,296,29,59,2021-03-12,,REJECTED,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id
6,57,93,64,2026-07-15,,REJECTED,
2,402,7,49,2019-05-17,2019-05-26,NO_RESPONSE,
15,839,74,39,2024-12-20,2024-12-30,NO_RESPONSE,
26,498,84,61,2025-10-30,2025-11-11,NO_RESPONSE,
565,841,81,64,2025-07-17,2025-07-29,CONTACTED,
23,911,9,16,2019-07-20,,REJECTED,
875,354,94,59,2026-08-20,2026-08-31,NO_RESPONSE,
595,385,45,35,2022-07-13,2022-07-21,NO_RESPONSE,
598,278,83,23,2025-09-18,2025-09-26,NO_RESPONSE,
601,945,30,26,2021-04-19,2021-05-02,CONTACTED,
611,592,49,49,2022-11-26,2022-12-03,NO_RESPONSE,
623,459,96,10,2026-10-10,2026-10-20,NO_RESPONSE,
32,408,15,38,2020-01-18,2020-01-25,NO_RESPONSE,
649,586,88,53,2026-02-20,2026-02-28,NO_RESPONSE,
654,866,61,25,2023-11-13,2023-11-25,CONTACTED,
984,276,94,30,2026-08-25,2026-09-03,CONTACTED_AGAIN,
704,171,59,50,2023-09-26,2023-10-06,CONTACTED,
1379,535,86,38,2025-12-20,2025-12-28,NO_RESPONSE,
745,792,20,5,2020-06-25,2020-07-03,CONTACTED,
894,815,4,23,2019-02-27,2019-03-07,CONTACTED,
759,920,92,55,2026-06-22,2026-07-02,NO_RESPONSE,
775,431,59,9,2023-09-17,2023-09-27,NO_RESPONSE,
998,228,94,34,2026-08-23,2026-09-02,NO_RESPONSE,
785,831,36,10,2021-10-16,2021-10-29,NO_RESPONSE,
793,7,77,27,2025-04-03,2025-04-15,NO_RESPONSE,
807,455,66,5,2024-04-15,2024-04-27,NO_RESPONSE,
47,791,46,15,2022-08-17,2022-08-25,NO_RESPONSE,
52,978,59,23,2023-09-22,2023-10-03,NO_RESPONSE,
55,655,74,37,2024-12-25,2025-01-03,NO_RESPONSE,
814,413,79,37,2025-06-01,2025-06-09,NO_RESPONSE,
832,765,11,42,2019-09-26,2019-10-05,NO_RESPONSE,
837,153,66,5,2024-04-23,2024-05-04,NO_RESPONSE,
847,496,90,55,2026-04-20,2026-04-30,NO_RESPONSE,
852,811,49,49,2022-12-02,2022-12-14,NO_RESPONSE,
858,293,36,61,2021-10-13,2021-10-26,NO_RESPONSE,
880,632,56,32,2023-06-10,2023-06-23,CONTACTED_AGAIN,
882,409,86,39,2025-12-12,2025-12-19,NO_RESPONSE,
889,626,79,39,2025-05-25,2025-06-08,NO_RESPONSE,
208,871,39,54,2022-01-19,2022-01-27,NO_RESPONSE,
64,506,91,39,2026-05-17,2026-05-25,CONTACTED_AGAIN,
65,520,88,53,2026-02-22,2026-03-04,CONTACTED_AGAIN,
890,352,13,19,2019-11-22,2019-12-05,CONTACTED,
896,19,30,5,2021-04-17,2021-04-27,NO_RESPONSE,
910,170,64,26,2024-02-25,2024-03-05,CONTACTED_AGAIN,
912,822,11,7,2019-09-25,2019-10-07,NO_RESPONSE,
913,972,66,55,2024-04-15,2024-04-23,CONTACTED_AGAIN,
916,812,23,55,2020-09-26,2020-10-04,CONTACTED_AGAIN,
926,468,11,42,2019-09-11,2019-09-18,CONTACTED_AGAIN,
929,64,63,3,2024-01-16,2024-01-28,CONTACTED_AGAIN,
934,659,10,30,2019-08-22,2019-09-04,CONTACTED,
948,112,88,26,2026-02-25,2026-03-08,CONTACTED_AGAIN,
951,929,7,6,2019-05-16,2019-05-27,CONTACTED_AGAIN,
955,128,35,24,2021-09-26,2021-10-08,CONTACTED_AGAIN,
958,787,20,28,2020-06-19,2020-06-30,NO_RESPONSE,
959,796,4,2,2019-02-08,2019-02-16,CONTACTED,
963,830,70,30,2024-08-22,2024-08-31,CONTACTED_AGAIN,
969,867,29,17,2021-03-25,2021-04-03,CONTACTED_AGAIN,
977,817,25,52,2020-11-17,2020-11-25,NO_RESPONSE,
978,712,34,37,2021-08-12,2021-08-25,CONTACTED_AGAIN,
993,170,64,26,2024-02-14,2024-02-26,NO_RESPONSE,
996,913,54,5,2023-04-15,2023-04-26,CONTACTED_AGAIN,
68,262,39,24,2022-01-24,2022-02-04,CONTACTED_AGAIN,
69,769,90,5,2026-04-23,2026-05-07,CONTACTED_AGAIN,
1009,394,3,11,2019-01-16,2019-01-23,NO_RESPONSE,
1011,46,30,28,2021-04-20,2021-05-02,NO_RESPONSE,
1016,187,6,26,2019-04-18,2019-04-28,CONTACTED,
1017,82,89,4,2026-04-01,2026-04-12,NO_RESPONSE,
1023,530,65,27,2024-03-24,2024-03-31,CONTACTED_AGAIN,
1024,177,33,35,2021-07-26,2021-08-04,CONTACTED_AGAIN,
1025,373,21,8,2020-07-15,2020-07-23,CONTACTED_AGAIN,
1028,33,54,55,2023-04-12,2023-04-24,NO_RESPONSE,
1029,538,83,9,2025-09-17,2025-09-27,CONTACTED_AGAIN,
1030,572,73,62,2024-12-02,2024-12-13,NO_RESPONSE,
1031,437,14,14,2019-12-31,2020-01-10,CONTACTED_AGAIN,
1035,72,70,34,2024-08-12,2024-08-22,CONTACTED,
1036,147,86,2,2025-12-24,2026-01-05,NO_RESPONSE,
1039,95,28,8,2021-02-13,2021-02-22,CONTACTED_AGAIN,
1042,498,84,61,2025-10-27,2025-11-04,NO_RESPONSE,
1052,479,58,34,2023-08-17,2023-08-29,CONTACTED_AGAIN,
1056,316,53,27,2023-03-27,2023-04-06,NO_RESPONSE,
2133,337,19,50,2020-06-02,2020-06-09,REJECTED,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
498,563,23,24,2020-09-30,2020-10-10,CONTACTED_AGAIN,vel pede morbi porttitor lorem id ligula
499,504,14,64,2019-12-12,2019-12-22,CONTACTED_AGAIN,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
2139,811,49,49,2022-11-24,2022-12-07,REJECTED,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
501,463,45,14,2022-07-17,2022-07-29,CONTACTED,potenti cras in purus eu magna
504,519,19,50,2020-05-20,2020-06-03,CONTACTED,id nulla ultrices aliquet maecenas leo
491,479,58,34,2023-08-25,,REJECTED,orci luctus et ultrices posuere cubilia curae
495,814,45,64,2022-07-18,,REJECTED,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
1069,772,70,8,2024-08-19,2024-08-28,CONTACTED_AGAIN,
1076,979,55,37,2023-05-14,2023-05-25,CONTACTED_AGAIN,
1171,389,40,37,2022-02-20,2022-02-27,NO_RESPONSE,
76,930,96,61,2026-10-23,2026-10-31,NO_RESPONSE,
82,362,48,10,2022-10-31,2022-11-10,NO_RESPONSE,
1174,296,29,59,2021-04-02,2021-04-11,CONTACTED_AGAIN,
1178,915,81,35,2025-07-12,2025-07-25,NO_RESPONSE,
1181,716,93,14,2026-07-30,2026-08-08,CONTACTED_AGAIN,
1188,177,33,35,2021-07-17,2021-07-27,NO_RESPONSE,
1261,861,52,26,2023-03-02,2023-03-11,CONTACTED,
1192,189,36,61,2021-10-25,2021-11-07,NO_RESPONSE,
1193,427,20,55,2020-06-16,2020-06-26,CONTACTED,
1195,167,75,3,2025-01-25,2025-02-06,CONTACTED_AGAIN,
2056,464,74,39,2024-12-28,2025-01-10,CONTACTED_AGAIN,
1205,848,90,57,2026-04-15,2026-04-25,NO_RESPONSE,
1206,508,55,37,2023-05-22,2023-06-04,NO_RESPONSE,
1213,623,25,36,2020-11-11,2020-11-21,NO_RESPONSE,
1223,52,8,51,2019-06-27,2019-07-07,CONTACTED_AGAIN,
1227,357,74,37,2024-12-30,2025-01-09,NO_RESPONSE,
1231,502,26,26,2020-12-20,2021-01-01,NO_RESPONSE,
1234,383,82,59,2025-08-27,2025-09-09,CONTACTED,
1235,595,61,25,2023-11-23,2023-12-04,CONTACTED_AGAIN,
1241,346,51,3,2023-01-20,2023-01-28,NO_RESPONSE,
1252,320,68,7,2024-06-28,2024-07-09,NO_RESPONSE,
1256,308,43,7,2022-05-27,2022-06-04,CONTACTED_AGAIN,
75,726,85,49,2025-12-01,,REJECTED,
87,385,45,35,2022-07-28,,REJECTED,
91,816,15,39,2020-01-19,2020-01-28,NO_RESPONSE,
95,207,67,39,2024-05-25,2024-06-03,CONTACTED,
486,7,77,27,2025-03-31,2025-04-08,CONTACTED,
1258,289,12,31,2019-10-16,2019-10-24,NO_RESPONSE,
1225,513,10,34,2019-08-26,2019-09-04,CONTACTED,
1267,19,30,5,2021-05-01,2021-05-11,NO_RESPONSE,
1270,921,71,55,2024-09-16,2024-09-26,CONTACTED_AGAIN,
1274,856,79,56,2025-05-22,2025-06-01,NO_RESPONSE,
1276,86,76,26,2025-02-14,2025-02-25,CONTACTED_AGAIN,
1277,880,7,37,2019-05-28,2019-06-04,CONTACTED,
1287,874,89,54,2026-03-26,2026-04-06,CONTACTED_AGAIN,
1289,676,91,56,2026-05-17,2026-05-29,CONTACTED_AGAIN,
1291,431,59,9,2023-09-17,2023-09-30,NO_RESPONSE,
1292,894,83,9,2025-09-27,2025-10-09,CONTACTED_AGAIN,
1306,995,79,37,2025-05-21,2025-06-03,CONTACTED_AGAIN,
1307,169,91,38,2026-05-24,2026-06-03,CONTACTED_AGAIN,
1313,296,29,59,2021-03-14,2021-03-27,NO_RESPONSE,
1314,53,55,56,2023-05-30,2023-06-08,NO_RESPONSE,
