"content_id","issue_id","section_id","company_id","catalog_item_id","author_id","specialization_id","content_description","materials_delivered","is_approved","posted_on_fb","applied_list_price","applied_discount_pct","agency_provision_pct","final_net_price"
1520,56,12,373,63,10,32,enim blandit,false,false,false,0.00,,5.00,0.00
1504,78,14,224,54,,55,placerat ante nulla justo aliquam,true,true,false,0.00,,,0.00
1507,89,20,158,57,,27,non ligula,false,false,false,0.00,28.00,,0.00
1514,69,12,335,40,,64,quam suspendisse potenti nullam porttitor,true,false,false,129500.00,,,129500.00
1533,8,7,326,20,,3,volutpat in congue,false,true,false,0.00,,,0.00
1541,2,8,317,12,,64,congue vivamus metus arcu adipiscing,false,true,false,175000.00,,,175000.00
1562,4,19,44,6,,24,odio cras,true,false,false,73500.00,,,73500.00
1565,12,4,435,30,,61,nulla facilisi,true,false,false,0.00,,,0.00
1574,73,21,331,26,,62,mauris eget massa,true,true,false,0.00,,,0.00
1391,23,21,895,13,,55,feugiat,true,true,false,210000.00,,,210000.00
1392,52,21,246,14,,55,vivamus,false,true,false,192500.00,,,192500.00
1572,62,21,135,13,,38,eu mi nulla ac enim,true,true,false,210000.00,,,210000.00
1588,68,7,291,32,,7,ridiculus,false,true,false,0.00,1.00,,0.00
1593,86,15,6,45,,39,ridiculus mus,false,true,false,63000.00,18.00,,51660.00
1600,49,14,37,5,,11,pulvinar,true,true,false,80500.00,,,80500.00
1602,18,10,467,43,,59,nunc purus phasellus in,true,true,false,89250.00,3.00,,86572.50
1606,62,6,326,13,,4,donec ut,true,true,false,210000.00,,,210000.00
1616,58,4,6,46,,30,in est risus,true,true,false,63000.00,18.00,,51660.00
1626,20,13,599,40,,57,amet cursus id,true,true,false,129500.00,,,129500.00
1617,64,21,433,52,,53,vestibulum,false,false,false,0.00,,,0.00
1624,20,21,369,36,,28,praesent,true,true,false,0.00,,,0.00
1649,33,21,617,3,,35,vehicula consequat morbi a,true,false,false,98000.00,,,98000.00
1631,39,21,92,12,,24,congue,false,true,false,175000.00,,,175000.00
115,62,4,436,6,,38,arcu adipiscing molestie hendrerit,true,true,false,73500.00,,6.00,69090.00
116,90,7,924,35,,55,volutpat eleifend donec ut,true,true,false,0.00,,,0.00
117,95,20,822,34,,24,suscipit a feugiat,true,true,false,0.00,,6.00,0.00
121,71,2,749,32,,24,purus sit amet,true,true,false,0.00,,,0.00
123,27,7,244,8,,51,non mi,true,true,false,45500.00,,,45500.00
126,44,21,718,28,,13,ante nulla justo,true,true,false,0.00,,,0.00
128,81,21,620,19,,14,convallis eget eleifend luctus,true,true,false,0.00,10.00,,0.00
129,6,11,676,51,,57,faucibus cursus urna ut tellus,true,true,true,0.00,6.00,,0.00
130,4,11,461,43,,54,maecenas,true,true,true,89250.00,3.00,,86572.50
131,13,13,801,13,,26,duis mattis egestas metus aenean,true,true,false,210000.00,,,210000.00
132,21,14,631,20,,34,duis,true,true,false,0.00,,,0.00
133,13,10,787,4,,26,integer tincidunt,true,true,false,80500.00,15.00,,68425.00
135,30,13,819,32,,28,accumsan felis,true,true,false,0.00,,,0.00
137,64,15,15,19,,12,eu tincidunt in leo,true,true,false,0.00,,,0.00
84,69,21,994,72,8,64,eu,true,true,false,0.00,4.00,13.00,0.00
80,53,21,483,58,,2,at,true,true,true,0.00,,,0.00
92,65,21,145,26,,27,sit,true,true,false,0.00,6.00,,0.00
108,95,21,30,12,,23,et commodo vulputate justo in,true,true,true,175000.00,,,175000.00
118,28,21,839,12,,25,pellentesque,true,true,false,175000.00,21.00,,138250.00
119,25,21,656,13,,11,vestibulum,true,true,false,210000.00,,,210000.00
294,17,21,575,12,,6,in libero,true,true,true,175000.00,,,175000.00
157,28,9,247,64,21,49,scelerisque mauris sit amet,true,true,false,0.00,,,0.00
168,78,7,128,68,1,28,rutrum nulla nunc,true,true,false,0.00,13.00,,0.00
172,49,9,795,67,19,49,nunc donec,true,true,false,0.00,28.00,,0.00
182,4,13,747,70,14,54,cum sociis,true,true,false,0.00,,,0.00
201,60,11,996,70,14,10,fringilla rhoncus mauris enim,true,true,false,0.00,1.00,,0.00
138,7,12,737,43,,49,sed justo pellentesque viverra,true,true,true,89250.00,,,89250.00
141,50,10,603,17,,59,augue aliquam erat,true,true,false,35000.00,,,35000.00
143,3,8,79,44,,27,massa quis,true,true,true,66500.00,,,66500.00
147,20,19,65,26,,28,at,true,true,false,0.00,,,0.00
149,1,19,982,55,,12,tincidunt,true,true,true,0.00,4.00,,0.00
150,96,20,130,28,,31,sit amet,true,true,false,0.00,,,0.00
151,87,21,846,23,,51,aenean lectus,true,true,false,0.00,,,0.00
155,78,2,597,52,,55,in,true,true,true,0.00,28.00,,0.00
156,77,6,867,29,,54,in,true,true,false,0.00,,,0.00
1709,28,16,739,12,28,49,mi pede malesuada,false,false,false,175000.00,,,175000.00
1695,28,1,277,15,,8,nisi nam,true,true,false,77000.00,,,77000.00
1703,53,18,366,14,,27,vulputate elementum nullam,true,true,false,192500.00,12.00,,169400.00
1663,18,9,771,62,,59,aenean sit amet justo morbi,false,false,false,0.00,,,0.00
1670,4,5,336,59,,24,eget tempus,false,false,false,0.00,,,0.00
1673,47,8,429,15,,17,at,false,true,false,77000.00,5.00,,73150.00
1693,53,9,317,1,,2,vulputate elementum nullam varius,false,false,false,133000.00,,,133000.00
1698,64,13,350,11,,26,est et,false,true,false,94500.00,16.00,,79380.00
1701,52,13,447,34,,26,aliquet ultrices erat tortor,true,false,false,0.00,,,0.00
1785,91,21,275,17,,37,ornare,false,true,false,35000.00,,,35000.00
1710,55,12,650,32,,38,morbi odio odio elementum,true,true,false,0.00,5.00,,0.00
1722,68,15,61,51,,7,elit proin risus praesent,false,false,false,0.00,,,0.00
1734,46,15,566,21,,59,morbi ut odio cras,true,false,false,0.00,,15.00,0.00
1705,70,21,373,13,,34,quis turpis eget elit sodales,true,true,false,210000.00,,,210000.00
1737,23,5,230,36,,15,ac,false,true,false,0.00,15.00,,0.00
169,21,6,963,25,,8,et magnis dis,true,true,false,0.00,,,0.00
170,89,5,205,25,,54,proin at turpis a pede,true,true,false,0.00,3.00,,0.00
171,23,8,678,7,,15,luctus et ultrices posuere,true,true,false,73500.00,15.00,,62475.00
173,91,3,35,39,,38,feugiat non pretium quis,true,true,true,133000.00,,,133000.00
174,67,20,955,41,,39,nisl duis,true,true,true,129500.00,3.00,,125615.00
177,62,11,898,26,,37,semper rutrum nulla,true,true,false,0.00,,,0.00
179,75,9,575,37,,51,ut volutpat,true,true,true,199500.00,,,199500.00
180,46,10,138,27,,33,sem,true,true,false,0.00,6.00,,0.00
181,92,21,409,24,,55,semper,true,true,false,0.00,,,0.00
19,74,14,784,18,,37,ultrices libero non mattis,true,true,false,76450.00,,,76450.00
184,55,2,600,6,,56,duis aliquam,true,true,false,73500.00,,,73500.00
185,54,3,756,23,,55,non interdum in ante vestibulum,true,true,false,0.00,,,0.00
186,79,10,171,14,,37,id pretium iaculis diam,true,true,false,192500.00,,,192500.00
187,80,2,271,56,,55,amet justo morbi ut,true,true,true,0.00,,2.00,0.00
189,48,21,509,19,,31,tristique in tempus,true,true,false,0.00,,,0.00
190,49,11,352,23,,49,odio porttitor,true,true,false,0.00,,,0.00
191,15,9,370,14,,39,hac habitasse platea,true,true,false,192500.00,,6.00,180950.00
192,31,10,897,61,,50,non ligula pellentesque ultrices,true,true,true,0.00,,,0.00
194,39,19,32,59,,10,malesuada in imperdiet et,true,true,true,0.00,,9.00,0.00
195,7,8,381,9,,49,quis odio consequat varius,true,true,false,45500.00,,,45500.00
199,25,2,43,37,,11,eleifend quam a odio in,true,true,true,199500.00,,,199500.00
202,68,11,850,2,,7,morbi a,true,true,false,119000.00,,,119000.00
203,80,13,575,10,,55,vulputate justo in blandit,true,true,false,24500.00,,,24500.00
204,58,5,835,56,,8,phasellus id sapien,true,true,true,0.00,28.00,,0.00
205,88,15,659,36,,26,nisl ut volutpat sapien,true,true,false,0.00,16.00,,0.00
207,70,13,797,6,,30,feugiat et eros vestibulum ac,true,true,false,73500.00,,,73500.00
152,84,9,809,58,,61,fusce,true,true,true,0.00,28.00,,0.00
209,23,4,442,36,,3,vivamus in felis eu sapien,true,true,false,0.00,11.00,,0.00
210,21,21,860,35,,34,aenean fermentum,true,true,false,0.00,21.00,,0.00
212,4,8,279,40,,54,consequat dui nec nisi,true,true,true,129500.00,3.00,,125615.00
215,62,20,776,9,,4,amet erat nulla,true,true,false,45500.00,18.00,,37310.00
206,31,21,344,66,23,39,lacus purus,true,true,false,0.00,11.00,6.00,0.00
176,70,21,327,49,,8,id pretium iaculis diam erat,true,true,true,0.00,22.00,,0.00
197,15,21,240,61,,39,accumsan felis,true,true,true,0.00,26.00,,0.00
200,32,21,705,54,,29,fusce consequat nulla,true,true,true,0.00,,0.00,0.00
211,39,21,182,3,,24,ipsum aliquam non mauris,true,true,false,98000.00,11.00,,87220.00
188,25,21,553,13,,52,sit amet justo morbi,true,true,false,210000.00,29.00,,149100.00
302,55,21,833,12,,37,lacinia nisi venenatis,true,true,true,175000.00,13.00,,152250.00
304,29,21,65,14,,17,molestie nibh in,true,true,false,192500.00,,,192500.00
373,71,21,579,12,,9,neque,true,true,false,175000.00,27.00,,127750.00
374,51,21,464,12,,51,mus vivamus vestibulum sagittis,true,true,true,175000.00,15.00,,148750.00
221,92,12,59,55,,55,posuere cubilia,true,true,true,0.00,,,0.00
222,80,15,126,29,,55,varius nulla facilisi,true,true,false,0.00,,,0.00
223,6,2,882,32,,26,in quis justo maecenas rhoncus,true,true,false,0.00,6.00,,0.00
225,71,5,579,56,,24,ornare imperdiet sapien urna pretium,true,true,true,0.00,27.00,,0.00
227,77,9,998,29,,4,metus aenean fermentum,true,true,false,0.00,,,0.00
231,51,2,65,34,,3,sapien a libero,true,true,false,0.00,,,0.00
235,57,4,78,32,,64,nunc proin at turpis a,true,true,false,0.00,,,0.00
240,67,13,775,59,,37,laoreet,true,true,true,0.00,,,0.00
242,8,19,554,58,,3,habitasse platea dictumst morbi vestibulum,true,true,true,0.00,30.00,,0.00
245,63,11,273,20,,3,est lacinia nisi venenatis,true,true,false,0.00,11.00,,0.00
1751,75,9,599,66,7,3,at vulputate vitae nisl aenean,true,false,false,0.00,,,0.00
1783,30,4,912,63,20,55,leo pellentesque ultrices mattis odio,false,false,false,0.00,,,0.00
1757,59,10,179,20,,9,egestas metus aenean fermentum,false,true,false,0.00,25.00,,0.00
1780,77,8,28,37,,54,at velit eu est,false,false,false,199500.00,,,199500.00
1799,70,3,204,6,,59,consequat metus,true,false,false,73500.00,,,73500.00
1813,43,4,291,22,,25,eget elit,false,false,false,0.00,1.00,,0.00
248,91,12,310,59,,39,sit amet diam in,true,true,true,0.00,,,0.00
249,43,5,768,19,,25,vivamus vel nulla eget eros,true,true,false,0.00,,,0.00
251,6,9,409,48,,28,sit amet consectetuer adipiscing elit,true,true,true,22750.00,,,22750.00
253,34,11,180,2,,53,donec,true,true,false,119000.00,30.00,,83300.00
254,94,5,45,43,,8,velit nec nisi vulputate nonummy,true,true,true,89250.00,15.00,,75862.50
258,91,12,577,32,,6,diam vitae quam suspendisse,true,true,false,0.00,21.00,,0.00
259,55,11,778,36,,6,blandit,true,true,false,0.00,,,0.00
260,14,13,86,37,,64,fusce,true,true,true,199500.00,,,199500.00
261,93,13,880,38,,64,aliquam erat volutpat in,true,true,true,173250.00,,,173250.00
262,66,15,168,35,,28,amet consectetuer adipiscing,true,true,false,0.00,,,0.00
263,21,11,546,53,,8,aliquet,true,true,true,0.00,27.00,,0.00
264,62,7,520,47,,4,eros suspendisse accumsan,true,true,true,40250.00,,4.00,38640.00
265,51,19,152,48,,51,sed augue aliquam erat volutpat,true,true,true,22750.00,,,22750.00
267,32,13,157,46,,29,eu sapien,true,true,true,63000.00,8.00,,57960.00
270,93,19,638,47,,64,nulla ac,true,true,true,40250.00,,,40250.00
271,50,5,971,23,,37,suspendisse potenti,true,true,false,0.00,,,0.00
273,96,5,249,17,,61,vestibulum vestibulum ante,true,true,false,35000.00,,,35000.00
232,24,10,81,18,,31,est risus,true,true,false,58706.00,,,58706.00
216,6,21,666,48,,57,non ligula pellentesque ultrices phasellus,true,true,true,22750.00,,,22750.00
226,51,21,703,29,,51,cras in purus,true,true,false,0.00,25.00,,0.00
252,54,21,590,9,,28,et tempus semper,true,true,false,45500.00,,0.00,45500.00
281,82,21,675,22,,59,turpis integer aliquet massa id,true,true,false,0.00,,,0.00
292,5,21,769,49,,43,in libero ut massa,true,true,true,0.00,,,0.00
256,12,21,605,13,,10,sed,true,true,true,210000.00,,,210000.00
363,62,15,944,72,7,50,habitasse platea dictumst,true,true,false,0.00,,,0.00
390,63,2,58,70,12,3,lobortis vel dapibus at,true,true,false,0.00,3.00,8.00,0.00
391,26,3,960,70,3,26,orci nullam molestie nibh in,true,true,false,0.00,1.00,,0.00
395,17,11,977,71,23,27,vestibulum eget vulputate ut,true,true,false,0.00,,,0.00
306,94,8,403,42,,30,vulputate,true,true,true,106750.00,11.00,,95007.50
308,37,11,390,44,,34,dui,true,true,true,66500.00,11.00,,59185.00
309,30,15,391,61,,26,nam nulla integer pede,true,true,true,0.00,,,0.00
312,75,14,464,8,,51,at turpis a,true,true,false,45500.00,15.00,,38675.00
314,5,3,888,49,,43,interdum,true,true,true,0.00,,,0.00
316,31,14,207,31,,39,vitae,true,true,false,0.00,24.00,,0.00
318,74,7,270,36,,2,nunc donec quis,true,true,false,0.00,28.00,,0.00
320,94,8,548,27,,8,quam sollicitudin vitae consectetuer,true,true,false,0.00,,,0.00
322,70,13,537,39,,30,amet,true,true,true,133000.00,,,133000.00
326,30,9,177,17,,5,eros suspendisse accumsan tortor,true,true,false,35000.00,,,35000.00
327,86,19,90,56,,50,in magna bibendum,true,true,true,0.00,,,0.00
328,78,21,7,5,,55,potenti in eleifend quam,true,true,false,80500.00,,,80500.00
330,45,7,907,34,,14,vestibulum,true,true,false,0.00,18.00,,0.00
332,39,4,32,22,,54,morbi non quam nec,true,true,false,0.00,,,0.00
337,26,21,354,45,,4,lobortis,true,true,true,63000.00,,,63000.00
339,91,4,776,33,,38,et,true,true,false,0.00,18.00,,0.00
340,30,10,762,25,,57,etiam pretium iaculis,true,true,false,0.00,,,0.00
345,41,11,850,9,,8,id massa id nisl venenatis,true,true,false,45500.00,,,45500.00
347,90,14,541,27,,28,ultrices enim,true,true,false,0.00,26.00,,0.00
349,66,21,541,25,,26,odio,true,true,false,0.00,26.00,,0.00
350,68,12,833,62,,60,primis in faucibus orci,true,true,true,0.00,13.00,,0.00
351,90,15,318,34,,28,phasellus in felis,true,true,false,0.00,30.00,1.00,0.00
353,24,11,258,2,,61,dis,true,true,false,119000.00,,9.00,108290.00
355,54,21,542,11,,28,viverra eget,true,true,false,94500.00,,,94500.00
357,56,9,223,39,,60,odio porttitor,true,true,true,133000.00,,,133000.00
358,46,21,308,21,,33,amet erat nulla tempus,true,true,false,0.00,,,0.00
360,9,10,665,20,,50,nulla dapibus dolor vel est,true,true,false,0.00,,,0.00
367,85,20,87,15,,25,suspendisse ornare consequat,true,true,false,77000.00,,,77000.00
369,55,14,689,52,,38,orci nullam molestie,true,true,true,0.00,,,0.00
371,65,10,843,46,,54,amet,true,true,true,63000.00,,,63000.00
372,33,7,157,12,,64,eros suspendisse accumsan tortor,true,true,false,175000.00,8.00,,161000.00
375,56,21,613,34,,32,donec vitae nisi nam ultrices,true,true,false,0.00,,,0.00
376,54,4,798,54,,26,vitae ipsum aliquam,true,true,true,0.00,,,0.00
377,64,19,58,34,,26,tristique tortor eu pede,true,true,false,0.00,3.00,,0.00
379,6,13,575,61,,55,blandit,true,true,true,0.00,,,0.00
380,79,14,227,12,,38,ipsum,true,true,false,175000.00,22.00,,136500.00
383,54,20,939,43,,26,nullam,true,true,true,89250.00,24.00,13.00,56227.50
384,66,12,668,40,,26,mollis molestie lorem quisque,true,true,true,129500.00,,,129500.00
385,86,4,546,58,,2,sed augue aliquam,true,true,true,0.00,27.00,,0.00
307,74,21,59,38,,2,vitae nisl,true,true,true,173250.00,,,173250.00
315,47,21,444,56,,17,eget nunc donec quis,true,true,true,0.00,,,0.00
336,32,21,963,47,,10,tincidunt ante vel,true,true,true,40250.00,,,40250.00
1820,34,17,266,13,,53,mattis nibh ligula nec sem,false,false,false,210000.00,17.00,14.00,144900.00
1882,76,21,510,57,,26,odio odio elementum eu interdum,false,true,false,0.00,,,0.00
1817,9,6,197,66,25,50,consequat nulla,true,true,false,0.00,,,0.00
1818,86,4,488,64,17,37,mus,true,true,false,0.00,7.00,,0.00
1822,26,13,61,13,,4,eleifend donec ut dolor morbi,true,false,false,210000.00,,,210000.00
1833,59,7,421,57,,50,turpis eget elit sodales scelerisque,false,true,false,0.00,,,0.00
1849,78,14,125,10,,26,nunc vestibulum,false,false,false,24500.00,,,24500.00
1830,61,21,532,12,,25,dapibus dolor vel,true,true,false,175000.00,15.00,,148750.00
1865,80,2,80,29,,29,amet consectetuer,true,true,false,0.00,18.00,,0.00
343,49,21,282,56,,49,blandit non interdum in ante,true,true,true,0.00,,,0.00
310,84,21,760,14,,10,augue luctus tincidunt nulla mollis,true,true,false,192500.00,3.00,,186725.00
313,75,21,869,12,,51,vivamus metus arcu adipiscing,true,true,false,175000.00,,,175000.00
335,37,21,784,13,,62,congue vivamus metus,true,true,false,210000.00,,,210000.00
338,70,21,985,14,,30,volutpat,true,true,true,192500.00,,,192500.00
344,63,21,505,14,,3,at vulputate,true,true,false,192500.00,,,192500.00
368,61,21,231,14,,25,porta volutpat,true,true,false,192500.00,,,192500.00
402,82,4,64,14,,59,diam neque vestibulum,true,true,false,192500.00,,,192500.00
404,53,12,726,3,,54,vel sem sed,true,true,false,98000.00,,,98000.00
405,37,14,955,62,,9,lectus,true,true,true,0.00,3.00,,0.00
406,37,20,280,34,,62,sit amet diam,true,true,false,0.00,,,0.00
407,17,9,890,23,,49,eu magna vulputate luctus,true,true,false,0.00,4.00,,0.00
408,36,8,193,21,,61,praesent,true,true,false,0.00,,,0.00
413,48,21,295,33,,10,faucibus orci,true,true,false,0.00,4.00,,0.00
414,61,21,236,45,,25,ipsum primis in faucibus,true,true,true,63000.00,13.00,,54810.00
415,22,7,730,23,,17,faucibus accumsan odio curabitur,true,true,false,0.00,,,0.00
416,40,12,280,26,,38,turpis donec,true,true,false,0.00,,,0.00
420,43,11,707,53,,25,hendrerit at,true,true,true,0.00,,,0.00
421,83,10,238,25,,24,faucibus orci luctus,true,true,false,0.00,,,0.00
422,53,21,630,53,,27,suscipit,true,true,true,0.00,22.00,,0.00
424,27,7,209,16,,51,vulputate,true,true,false,87500.00,,,87500.00
425,32,5,419,10,,60,libero nam,true,true,false,24500.00,14.00,,21070.00
427,23,4,645,47,,3,proin interdum mauris non ligula,true,true,true,40250.00,9.00,,36627.50
429,1,20,7,14,,12,tincidunt,true,true,false,192500.00,,,192500.00
432,86,19,544,13,,2,eros suspendisse accumsan,true,true,false,210000.00,17.00,,174300.00
436,56,19,907,12,,60,dictumst maecenas ut massa quis,true,true,false,175000.00,18.00,,143500.00
437,80,15,754,46,,55,adipiscing molestie hendrerit at,true,true,true,63000.00,,,63000.00
442,73,15,238,43,,11,amet diam in magna,true,true,true,89250.00,,,89250.00
447,7,2,112,13,,49,sit amet consectetuer,true,true,false,210000.00,,,210000.00
449,8,21,512,9,,3,accumsan felis ut,true,true,false,45500.00,28.00,,32760.00
450,7,20,49,54,,49,felis sed lacus,true,true,true,0.00,,,0.00
452,50,8,572,29,,4,mauris vulputate,true,true,false,0.00,,,0.00
453,87,14,243,9,,51,gravida,true,true,false,45500.00,22.00,,35490.00
456,32,20,827,43,,29,blandit mi in,true,true,true,89250.00,23.00,,68722.50
458,60,14,501,16,,10,ipsum primis in,true,true,false,87500.00,9.00,,79625.00
461,25,5,641,33,,51,ipsum primis in faucibus,true,true,false,0.00,17.00,,0.00
463,13,5,640,28,,26,ultrices mattis,true,true,false,0.00,4.00,,0.00
464,53,6,200,11,,27,eleifend,true,true,false,94500.00,,,94500.00
465,11,9,361,11,,57,ut tellus nulla,true,true,false,94500.00,23.00,4.00,68985.00
467,51,8,279,47,,3,iaculis diam,true,true,true,40250.00,3.00,,39042.50
469,34,11,289,7,,53,faucibus,true,true,false,73500.00,,,73500.00
470,79,20,759,10,,56,nibh in,true,true,false,24500.00,,,24500.00
471,90,2,944,47,,57,volutpat erat quisque erat eros,true,true,true,40250.00,,,40250.00
473,27,7,852,54,,3,in,true,true,true,0.00,,,0.00
474,95,2,83,1,,24,at nulla suspendisse potenti,true,true,false,133000.00,,,133000.00
444,28,21,668,63,13,8,semper est quam,true,true,false,0.00,,,0.00
466,61,21,494,65,11,1,commodo placerat praesent,true,true,false,0.00,4.00,,0.00
389,29,21,72,17,,59,viverra pede ac diam,true,true,false,35000.00,,,35000.00
392,74,21,58,28,,38,nulla suspendisse potenti,true,true,false,0.00,3.00,,0.00
399,55,21,242,26,,6,urna ut tellus nulla ut,true,true,false,0.00,,,0.00
403,11,21,872,40,,42,nec dui luctus,true,true,true,129500.00,25.00,,97125.00
417,49,21,113,39,,34,fermentum donec ut mauris eget,true,true,true,133000.00,27.00,,97090.00
435,7,21,500,32,,49,pharetra magna,true,true,false,0.00,,,0.00
438,46,21,114,43,,15,pede ullamcorper augue,true,true,true,89250.00,,,89250.00
544,1,11,825,63,20,33,ut nunc,true,true,false,0.00,,,0.00
548,58,13,503,64,4,30,pede morbi porttitor lorem id,true,true,false,0.00,,,0.00
558,68,9,383,69,31,60,nullam porttitor lacus at,true,true,false,0.00,1.00,,0.00
559,21,20,361,64,24,34,duis,true,true,false,0.00,23.00,,0.00
563,77,21,84,69,20,4,tempus vel pede morbi,true,true,false,0.00,,,0.00
508,84,21,279,13,,61,volutpat convallis morbi odio,true,true,false,210000.00,3.00,,203700.00
481,79,15,509,49,,56,vitae consectetuer eget rutrum,true,true,true,0.00,,,0.00
482,81,10,111,13,,64,sodales scelerisque mauris,true,true,false,210000.00,5.00,,199500.00
483,10,20,847,4,,30,in tempus sit amet sem,true,true,false,80500.00,,,80500.00
1897,16,9,953,69,27,34,turpis sed ante,false,false,false,0.00,,,0.00
1902,20,15,74,8,,5,ornare,true,false,false,45500.00,,,45500.00
1917,96,5,474,39,,31,dolor,true,false,false,133000.00,,,133000.00
1922,33,21,335,43,,14,erat tortor,false,true,false,89250.00,,,89250.00
1947,56,20,773,26,,7,praesent id massa,false,false,false,0.00,8.00,,0.00
1950,80,21,771,31,,29,integer non velit,false,true,false,0.00,,,0.00
1951,19,21,433,51,,17,feugiat et,false,true,false,0.00,,,0.00
1924,46,21,474,18,,15,duis bibendum felis,false,false,false,9221.00,,,9221.00
484,17,3,839,41,,49,integer non velit donec,true,true,true,129500.00,21.00,,102305.00
485,30,12,228,59,,5,pellentesque,true,true,true,0.00,2.00,,0.00
487,38,19,19,34,,4,convallis morbi odio odio elementum,true,true,false,0.00,,,0.00
488,58,20,999,62,,30,vel dapibus at diam nam,true,true,true,0.00,,,0.00
489,28,3,691,17,,8,rutrum ac lobortis vel,true,true,false,35000.00,,,35000.00
430,91,21,52,18,,6,lacinia nisi venenatis,true,true,false,45875.00,,,45875.00
457,30,7,303,18,,55,rutrum neque,true,true,false,78809.00,,,78809.00
492,9,10,26,15,,30,dapibus,true,true,false,77000.00,1.00,,76230.00
493,78,6,821,33,,5,rutrum nulla,true,true,false,0.00,3.00,14.00,0.00
495,57,6,729,36,,64,molestie,true,true,false,0.00,29.00,,0.00
496,91,20,416,17,,37,nunc,true,true,false,35000.00,,,35000.00
497,44,12,919,36,,13,posuere cubilia curae nulla,true,true,false,0.00,,,0.00
500,33,5,355,61,,35,tellus nulla ut erat id,true,true,true,0.00,,,0.00
526,87,13,746,58,,3,blandit nam nulla integer pede,true,true,true,0.00,22.00,,0.00
527,7,6,775,11,,38,nunc,true,true,false,94500.00,,,94500.00
529,30,10,779,20,,28,molestie hendrerit at vulputate,true,true,false,0.00,18.00,,0.00
531,7,12,746,14,,39,elit ac nulla sed vel,true,true,false,192500.00,22.00,,150150.00
533,35,8,579,46,,24,eget,true,true,true,63000.00,27.00,,45990.00
534,31,14,750,39,,39,non mi integer,true,true,true,133000.00,,,133000.00
538,77,19,717,57,,54,erat vestibulum sed,true,true,true,0.00,,,0.00
539,38,2,981,53,,51,donec quis orci eget,true,true,true,0.00,9.00,,0.00
4,46,21,388,40,,59,eu nibh quisque id,false,false,false,129500.00,,,129500.00
5,68,9,80,32,,29,odio donec vitae nisi nam,false,true,false,0.00,18.00,,0.00
541,95,12,732,19,,24,vestibulum ante,true,true,false,0.00,,,0.00
542,12,2,788,10,,10,odio,true,true,false,24500.00,,,24500.00
545,63,2,234,41,,3,ac lobortis vel dapibus at,true,true,true,129500.00,,,129500.00
1999,46,10,102,75,,15,sapien in sapien,true,true,false,0.00,,,0.00
546,34,14,879,41,,16,ut at,true,true,true,129500.00,,,129500.00
547,50,5,328,6,,39,pede ullamcorper,true,true,false,73500.00,,,73500.00
549,30,6,707,20,,26,diam vitae quam,true,true,false,0.00,,,0.00
551,3,10,873,54,,27,vestibulum rutrum rutrum neque aenean,true,true,true,0.00,6.00,,0.00
553,72,11,553,21,,31,tempus vel pede morbi,true,true,false,0.00,29.00,,0.00
554,50,9,509,49,,39,at turpis,true,true,true,0.00,,10.00,0.00
555,25,13,365,56,,52,sit amet cursus id turpis,true,true,true,0.00,9.00,,0.00
568,96,21,156,69,12,10,nec,true,true,false,0.00,,,0.00
524,66,21,8,40,,57,et,true,true,true,129500.00,12.00,,113960.00
536,62,21,273,46,,4,et,true,true,true,63000.00,11.00,,56070.00
552,38,21,290,10,,51,blandit mi in porttitor,true,true,false,24500.00,,,24500.00
530,40,21,540,14,,53,sem fusce consequat nulla nisl,true,true,false,192500.00,,,192500.00
535,55,21,666,14,,56,primis in faucibus orci,true,true,true,192500.00,,,192500.00
9,72,21,543,12,,31,at nunc commodo placerat,false,false,false,175000.00,20.00,,140000.00
664,72,8,407,66,29,61,vestibulum vestibulum,true,true,false,0.00,,,0.00
665,30,11,228,67,25,28,velit vivamus vel nulla eget,true,true,false,0.00,2.00,,0.00
680,11,13,171,72,10,57,penatibus et magnis,true,true,false,0.00,,,0.00
556,35,19,402,1,,24,quam pharetra magna,true,true,false,133000.00,,,133000.00
557,7,5,361,35,,38,nisi eu orci mauris lacinia,true,true,false,0.00,23.00,,0.00
560,26,8,823,36,,26,imperdiet nullam orci pede,true,true,false,0.00,,,0.00
561,90,5,889,24,,5,congue elementum,true,true,false,0.00,13.00,,0.00
566,80,6,928,28,,55,curabitur gravida,true,true,false,0.00,19.00,,0.00
567,56,12,56,52,,60,convallis nunc,true,true,true,0.00,20.00,,0.00
569,47,4,151,25,,26,justo,true,true,false,0.00,21.00,,0.00
570,70,5,602,35,,30,vulputate justo in,true,true,false,0.00,,,0.00
571,74,7,85,38,,39,libero nam dui proin,true,true,true,173250.00,,,173250.00
575,90,5,479,57,,28,platea dictumst,true,true,true,0.00,22.00,,0.00
576,78,10,370,5,,26,justo sollicitudin ut suscipit,true,true,false,80500.00,,,80500.00
579,54,11,481,39,,28,curae nulla,true,true,true,133000.00,18.00,,109060.00
582,32,12,798,47,,60,potenti nullam porttitor lacus at,true,true,true,40250.00,,,40250.00
584,86,11,989,43,,37,ut nunc vestibulum ante ipsum,true,true,true,89250.00,5.00,,84787.50
586,15,3,282,35,,38,purus aliquet at,true,true,false,0.00,,,0.00
592,35,14,810,34,,55,lobortis,true,true,false,0.00,,,0.00
594,68,19,687,45,,29,sapien non mi integer ac,true,true,true,63000.00,,,63000.00
595,36,21,546,32,,61,volutpat sapien arcu sed,true,true,false,0.00,27.00,,0.00
597,63,20,219,35,,3,odio elementum eu interdum,true,true,false,0.00,26.00,,0.00
